Date,Device,TrafficSource,Sessions,Orders,Revenue,Returns,BounceRate
2025-02-15,Desktop,Referral,232,7,347.78,0,0.477
2025-02-15,Tablet,Paid Search,242,6,460.27,1,0.406
2025-02-15,Tablet,Organic Search,205,5,452.48,0,0.513
2025-02-15,Tablet,Email,126,3,283.78,0,0.519
2025-02-15,Tablet,Social,137,2,205.97,1,0.455
2025-02-15,Tablet,Referral,113,2,121.56,0,0.437
2025-02-16,Mobile,Paid Search,701,14,1094.75,2,0.458
2025-02-16,Mobile,Organic Search,637,22,1277.77,1,0.451
2025-02-16,Mobile,Email,396,20,1938.42,4,0.535
2025-02-16,Mobile,Social,427,3,349.65,0,0.274
2025-02-16,Mobile,Referral,329,8,620.0,2,0.569
2025-02-16,Desktop,Paid Search,552,12,938.65,0,0.477
2025-02-16,Desktop,Organic Search,465,8,533.05,0,0.313
2025-02-16,Desktop,Email,292,14,1423.84,1,0.363
2025-02-16,Desktop,Social,326,10,986.15,2,0.311
2025-02-16,Desktop,Referral,232,5,391.55,0,0.439
2025-02-16,Tablet,Paid Search,214,4,398.81,0,0.284
2025-02-16,Tablet,Organic Search,214,3,241.28,0,0.512
2025-02-16,Tablet,Email,136,8,641.12,0,0.536
2025-02-16,Tablet,Social,143,6,491.13,1,0.539
2025-02-16,Tablet,Referral,116,3,250.29,0,0.4
2025-02-17,Mobile,Paid Search,717,25,1420.45,1,0.509
2025-02-17,Mobile,Organic Search,660,22,1073.69,1,0.25
2025-02-17,Mobile,Email,409,14,1200.26,1,0.462
2025-02-17,Mobile,Social,448,9,530.75,1,0.34
2025-02-17,Mobile,Referral,350,9,1140.62,0,0.351
2025-02-17,Desktop,Paid Search,489,11,933.81,1,0.432
2025-02-17,Desktop,Organic Search,481,12,1095.22,1,0.389
2025-02-17,Desktop,Email,291,7,753.9,1,0.355
2025-02-17,Desktop,Social,351,17,1184.17,2,0.445
2025-02-17,Desktop,Referral,244,4,425.66,0,0.477
2025-02-17,Tablet,Paid Search,231,7,625.13,1,0.484
2025-02-17,Tablet,Organic Search,209,2,164.71,0,0.429
2025-02-17,Tablet,Email,127,5,451.21,0,0.391
2025-02-17,Tablet,Social,142,5,383.45,0,0.35
2025-02-17,Tablet,Referral,111,2,58.4,0,0.523
2025-02-18,Mobile,Paid Search,720,21,1178.03,1,0.212
2025-02-18,Mobile,Organic Search,603,15,1013.08,2,0.316
2025-02-18,Mobile,Email,372,14,966.8,1,0.212
2025-02-18,Mobile,Social,492,11,1106.79,1,0.369
2025-02-18,Mobile,Referral,350,5,388.85,0,0.432
2025-02-18,Desktop,Paid Search,546,16,1123.38,0,0.539
2025-02-18,Desktop,Organic Search,463,13,909.49,0,0.302
2025-02-18,Desktop,Email,292,7,674.69,1,0.294
2025-02-18,Desktop,Social,339,6,576.47,0,0.392
2025-02-18,Desktop,Referral,248,2,214.11,0,0.351
2025-02-18,Tablet,Paid Search,208,5,458.21,0,0.552
2025-02-18,Tablet,Organic Search,214,7,574.43,0,0.392
2025-02-18,Tablet,Email,127,8,686.31,1,0.459
2025-02-18,Tablet,Social,158,5,440.27,0,0.276
2025-02-18,Tablet,Referral,113,2,97.89,0,0.387
2025-02-19,Mobile,Paid Search,661,14,1016.52,0,0.669
2025-02-19,Mobile,Organic Search,612,18,1465.9,0,0.551
2025-02-19,Mobile,Email,379,12,1167.26,2,0.473
2025-02-19,Mobile,Social,425,11,679.92,2,0.291
2025-02-19,Mobile,Referral,345,7,712.74,0,0.388
2025-02-19,Desktop,Paid Search,480,15,1008.41,1,0.473
2025-02-19,Desktop,Organic Search,446,15,1520.5,0,0.291
2025-02-19,Desktop,Email,279,12,1347.89,0,0.347
2025-02-19,Desktop,Social,334,11,887.29,2,0.483
2025-02-19,Desktop,Referral,267,12,1266.28,1,0.396
2025-02-19,Tablet,Paid Search,237,7,468.86,0,0.469
2025-02-19,Tablet,Organic Search,207,7,773.79,1,0.557
2025-02-19,Tablet,Email,136,7,593.19,1,0.282
2025-02-19,Tablet,Social,153,5,494.96,0,0.25
2025-02-19,Tablet,Referral,109,3,263.1,0,0.58
2025-02-20,Mobile,Paid Search,689,10,1037.83,0,0.311
2025-02-20,Mobile,Organic Search,618,10,685.78,0,0.305
2025-02-20,Mobile,Email,391,11,1024.29,0,0.334
2025-02-20,Mobile,Social,461,6,403.21,0,0.433
2025-02-20,Mobile,Referral,329,6,667.12,1,0.417
2025-02-20,Desktop,Paid Search,543,15,1042.8,1,0.393
2025-02-20,Desktop,Organic Search,476,9,500.88,0,0.374
2025-02-20,Desktop,Email,293,9,697.92,1,0.301
2025-02-20,Desktop,Social,330,6,395.11,0,0.365
2025-02-20,Desktop,Referral,228,10,959.14,1,0.653
2025-02-20,Tablet,Paid Search,242,7,721.7,1,0.273
2025-02-20,Tablet,Organic Search,200,5,410.58,0,0.465
2025-02-20,Tablet,Email,137,8,613.46,0,0.452
2025-02-20,Tablet,Social,172,3,228.6,0,0.402
2025-02-20,Tablet,Referral,113,3,221.42,0,0.464
2025-02-21,Mobile,Paid Search,703,15,1108.5,0,0.629
2025-02-21,Mobile,Organic Search,698,13,828.03,0,0.541
2025-02-21,Mobile,Email,389,7,584.11,0,0.136
2025-02-21,Mobile,Social,430,6,461.75,0,0.503
2025-02-21,Mobile,Referral,316,3,216.17,0,0.416
2025-02-21,Desktop,Paid Search,532,16,785.13,0,0.294
2025-02-21,Desktop,Organic Search,444,8,475.89,1,0.439
2025-02-21,Desktop,Email,297,8,796.79,0,0.416
2025-02-21,Desktop,Social,327,8,1027.96,0,0.289
2025-02-21,Desktop,Referral,249,11,1084.42,1,0.339
2025-02-21,Tablet,Paid Search,218,2,138.63,0,0.451
2025-02-21,Tablet,Organic Search,201,1,59.62,0,0.535
2025-02-21,Tablet,Email,120,5,402.12,0,0.358
2025-02-21,Tablet,Social,163,1,41.94,0,0.397
2025-02-21,Tablet,Referral,114,3,304.66,1,0.293
2025-02-22,Mobile,Paid Search,715,15,1620.99,0,0.432
2025-02-22,Mobile,Organic Search,654,13,1021.29,0,0.383
2025-02-22,Mobile,Email,386,3,331.91,0,0.578
2025-02-22,Mobile,Social,455,14,1426.35,0,0.451
2025-02-22,Mobile,Referral,377,7,715.49,0,0.588
2025-02-22,Desktop,Paid Search,541,14,968.89,2,0.245
2025-02-22,Desktop,Organic Search,493,14,1157.36,0,0.365
2025-02-22,Desktop,Email,315,11,980.42,0,0.527
2025-02-22,Desktop,Social,324,10,687.53,0,0.553
2025-02-22,Desktop,Referral,234,5,420.17,0,0.532
2025-02-22,Tablet,Paid Search,226,6,605.37,0,0.207
2025-02-22,Tablet,Organic Search,200,6,307.28,0,0.571
2025-02-22,Tablet,Email,131,2,136.38,0,0.42
2025-02-22,Tablet,Social,158,5,402.63,0,0.471
2025-02-22,Tablet,Referral,120,2,211.01,1,0.338
2025-02-23,Mobile,Paid Search,686,13,934.04,1,0.354
2025-02-23,Mobile,Organic Search,613,25,2239.71,3,0.605
2025-02-23,Mobile,Email,401,11,788.4,0,0.41
2025-02-23,Mobile,Social,454,7,582.63,2,0.305
2025-02-23,Mobile,Referral,367,4,283.49,0,0.395
2025-02-23,Desktop,Paid Search,523,8,653.55,0,0.53
2025-02-23,Desktop,Organic Search,424,21,1263.47,0,0.332
2025-02-23,Desktop,Email,265,6,654.79,1,0.436
2025-02-23,Desktop,Social,372,9,677.02,0,0.451
2025-02-23,Desktop,Referral,253,1,72.05,0,0.416
2025-02-23,Tablet,Paid Search,213,8,458.65,1,0.52
2025-02-23,Tablet,Organic Search,221,8,682.34,0,0.477
2025-02-23,Tablet,Email,133,4,300.39,0,0.528
2025-02-23,Tablet,Social,140,2,211.21,0,0.461
2025-02-23,Tablet,Referral,110,5,641.7,1,0.35
2025-02-24,Mobile,Paid Search,729,17,1467.63,0,0.495
2025-02-24,Mobile,Organic Search,626,18,715.8,2,0.479
2025-02-24,Mobile,Email,397,12,952.0,0,0.512
2025-02-24,Mobile,Social,463,10,366.2,0,0.326
2025-02-24,Mobile,Referral,341,8,678.41,1,0.482
2025-02-24,Desktop,Paid Search,516,13,1153.42,1,0.561
2025-02-24,Desktop,Organic Search,450,9,243.5,0,0.411
2025-02-24,Desktop,Email,305,10,714.99,0,0.376
2025-02-24,Desktop,Social,336,14,1231.07,1,0.428
2025-02-24,Desktop,Referral,237,5,435.3,2,0.404
2025-02-24,Tablet,Paid Search,232,5,486.9,0,0.335
2025-02-24,Tablet,Organic Search,220,4,402.08,0,0.364
2025-02-24,Tablet,Email,143,9,559.82,0,0.326
2025-02-24,Tablet,Social,155,8,619.87,0,0.536
2025-02-24,Tablet,Referral,123,3,329.35,1,0.569
2025-02-25,Mobile,Paid Search,709,14,674.78,1,0.481
2025-02-25,Mobile,Organic Search,591,18,1471.42,1,0.397
2025-02-25,Mobile,Email,395,8,538.81,0,0.422
2025-02-25,Mobile,Social,421,9,779.76,0,0.382
2025-02-25,Mobile,Referral,343,11,752.42,2,0.462
2025-02-25,Desktop,Paid Search,502,12,1005.91,0,0.409
2025-02-25,Desktop,Organic Search,435,14,1089.51,0,0.414
2025-02-25,Desktop,Email,297,12,1018.42,1,0.351
2025-02-25,Desktop,Social,333,7,513.28,0,0.395
2025-02-25,Desktop,Referral,245,10,924.47,1,0.457
2025-02-25,Tablet,Paid Search,226,7,537.49,0,0.493
2025-02-25,Tablet,Organic Search,217,5,409.63,0,0.349
2025-02-25,Tablet,Email,122,3,270.54,0,0.438
2025-02-25,Tablet,Social,138,3,206.64,0,0.342
2025-02-25,Tablet,Referral,104,2,168.67,1,0.237
2025-02-26,Mobile,Paid Search,723,20,2018.37,2,0.433
2025-02-26,Mobile,Organic Search,644,14,1216.94,0,0.561
2025-02-26,Mobile,Email,391,8,628.53,1,0.412
2025-02-26,Mobile,Social,516,13,1414.26,0,0.417
2025-02-26,Mobile,Referral,334,5,310.12,0,0.272
2025-02-26,Desktop,Paid Search,522,8,951.43,1,0.525
2025-02-26,Desktop,Organic Search,506,12,868.37,0,0.495
2025-02-26,Desktop,Email,293,7,720.47,1,0.442
2025-02-26,Desktop,Social,326,9,774.49,1,0.547
2025-02-26,Desktop,Referral,253,6,344.77,0,0.458
2025-02-26,Tablet,Paid Search,257,6,430.88,1,0.354
2025-02-26,Tablet,Organic Search,227,8,816.69,1,0.434
2025-02-26,Tablet,Email,127,2,185.65,0,0.372
2025-02-26,Tablet,Social,156,4,214.25,1,0.387
2025-02-26,Tablet,Referral,109,5,351.77,1,0.374
2025-02-27,Mobile,Paid Search,684,11,1362.9,0,0.384
2025-02-27,Mobile,Organic Search,640,11,631.2,0,0.443
2025-02-27,Mobile,Email,380,12,1256.99,0,0.459
2025-02-27,Mobile,Social,414,10,985.7,1,0.31
2025-02-27,Mobile,Referral,328,5,332.34,0,0.407
2025-02-27,Desktop,Paid Search,512,11,1095.02,0,0.368
2025-02-27,Desktop,Organic Search,455,17,1229.21,1,0.576
2025-02-27,Desktop,Email,286,9,1312.22,0,0.385
2025-02-27,Desktop,Social,315,14,1172.7,0,0.29
2025-02-27,Desktop,Referral,243,5,480.19,0,0.607
2025-02-27,Tablet,Paid Search,237,6,455.58,0,0.31
2025-02-27,Tablet,Organic Search,204,5,297.02,0,0.629
2025-02-27,Tablet,Email,136,5,281.3,0,0.443
2025-02-27,Tablet,Social,147,8,718.89,0,0.365
2025-02-27,Tablet,Referral,101,1,87.64,0,0.27
2025-02-28,Mobile,Paid Search,728,16,1299.8,2,0.436
2025-02-28,Mobile,Organic Search,635,11,668.68,1,0.474
2025-02-28,Mobile,Email,365,11,726.84,0,0.585
2025-02-28,Mobile,Social,425,10,904.83,2,0.443
2025-02-28,Mobile,Referral,323,6,478.39,0,0.311
2025-02-28,Desktop,Paid Search,457,5,371.38,0,0.469
2025-02-28,Desktop,Organic Search,484,10,921.94,1,0.359
2025-02-28,Desktop,Email,306,11,739.28,2,0.292
2025-02-28,Desktop,Social,330,6,416.48,0,0.512
2025-02-28,Desktop,Referral,239,5,436.19,0,0.601
2025-02-28,Tablet,Paid Search,234,1,84.69,0,0.471
2025-02-28,Tablet,Organic Search,200,0,0.0,0,0.448
2025-02-28,Tablet,Email,129,4,410.18,0,0.511
2025-02-28,Tablet,Social,147,2,86.69,1,0.345
2025-02-28,Tablet,Referral,110,4,353.55,0,0.33
2025-03-01,Mobile,Paid Search,672,11,459.67,0,0.555
2025-03-01,Mobile,Organic Search,622,16,787.14,1,0.396
2025-03-01,Mobile,Email,456,15,895.8,1,0.529
2025-03-01,Mobile,Social,435,6,335.35,0,0.363
2025-03-01,Mobile,Referral,319,7,525.51,0,0.43
2025-03-01,Desktop,Paid Search,517,15,730.8,0,0.352
2025-03-01,Desktop,Organic Search,445,12,958.99,0,0.454
2025-03-01,Desktop,Email,315,15,1156.26,2,0.437
2025-03-01,Desktop,Social,375,10,725.09,0,0.525
2025-03-01,Desktop,Referral,255,4,489.97,0,0.359
2025-03-01,Tablet,Paid Search,237,7,544.11,0,0.366
2025-03-01,Tablet,Organic Search,207,3,255.77,0,0.378
2025-03-01,Tablet,Email,136,4,480.21,1,0.561
2025-03-01,Tablet,Social,153,3,252.07,0,0.365
2025-03-01,Tablet,Referral,115,4,333.2,0,0.382
2025-03-02,Mobile,Paid Search,735,11,710.58,0,0.47
2025-03-02,Mobile,Organic Search,705,11,1109.23,0,0.396
2025-03-02,Mobile,Email,389,18,1653.05,0,0.455
2025-03-02,Mobile,Social,467,7,599.36,0,0.44
2025-03-02,Mobile,Referral,311,4,212.23,0,0.485
2025-03-02,Desktop,Paid Search,504,17,2103.34,0,0.504
2025-03-02,Desktop,Organic Search,522,17,1363.36,1,0.455
2025-03-02,Desktop,Email,296,11,713.93,0,0.517
2025-03-02,Desktop,Social,332,9,590.81,0,0.301
2025-03-02,Desktop,Referral,255,4,268.46,0,0.423
2025-03-02,Tablet,Paid Search,250,3,119.4,0,0.346
2025-03-02,Tablet,Organic Search,226,5,479.83,0,0.466
2025-03-02,Tablet,Email,129,2,129.67,0,0.254
2025-03-02,Tablet,Social,150,5,419.35,0,0.492
2025-03-02,Tablet,Referral,113,3,276.24,0,0.298
2025-03-03,Mobile,Paid Search,679,20,1577.07,0,0.566
2025-03-03,Mobile,Organic Search,574,6,399.48,0,0.364
2025-03-03,Mobile,Email,383,14,1701.0,2,0.366
2025-03-03,Mobile,Social,449,9,687.46,2,0.363
2025-03-03,Mobile,Referral,332,4,341.58,0,0.377
2025-03-03,Desktop,Paid Search,546,14,1187.92,1,0.351
2025-03-03,Desktop,Organic Search,470,6,529.93,0,0.437
2025-03-03,Desktop,Email,276,16,1403.27,0,0.41
2025-03-03,Desktop,Social,343,5,296.32,0,0.42
2025-03-03,Desktop,Referral,260,6,468.06,1,0.484
2025-03-03,Tablet,Paid Search,224,5,328.94,0,0.46
2025-03-03,Tablet,Organic Search,211,4,296.94,0,0.512
2025-03-03,Tablet,Email,129,1,86.19,0,0.342
2025-03-03,Tablet,Social,151,6,550.65,0,0.463
2025-03-03,Tablet,Referral,109,3,328.38,0,0.502
2025-03-04,Mobile,Paid Search,714,12,932.96,0,0.552
2025-03-04,Mobile,Organic Search,627,13,1352.16,1,0.495
2025-03-04,Mobile,Email,394,18,1911.17,1,0.507
2025-03-04,Mobile,Social,472,3,266.83,0,0.265
2025-03-04,Mobile,Referral,345,6,569.6,0,0.493
2025-03-04,Desktop,Paid Search,510,15,1761.23,1,0.205
2025-03-04,Desktop,Organic Search,456,15,1189.81,0,0.285
2025-03-04,Desktop,Email,312,9,841.65,2,0.335
2025-03-04,Desktop,Social,316,2,136.42,1,0.371
2025-03-04,Desktop,Referral,242,3,327.23,0,0.287
2025-03-04,Tablet,Paid Search,234,7,497.45,0,0.589
2025-03-04,Tablet,Organic Search,212,5,437.26,0,0.454
2025-03-04,Tablet,Email,133,2,151.55,0,0.455
2025-03-04,Tablet,Social,132,6,446.05,0,0.469
2025-03-04,Tablet,Referral,110,2,129.58,0,0.211
2025-03-05,Mobile,Paid Search,765,14,1690.68,0,0.299
2025-03-05,Mobile,Organic Search,663,13,1623.32,1,0.367
2025-03-05,Mobile,Email,395,5,395.89,0,0.388
2025-03-05,Mobile,Social,443,5,351.23,0,0.532
2025-03-05,Mobile,Referral,363,8,580.81,2,0.37
2025-03-05,Desktop,Paid Search,501,12,872.7,1,0.369
2025-03-05,Desktop,Organic Search,478,6,567.4,0,0.265
2025-03-05,Desktop,Email,286,12,1249.52,2,0.295
2025-03-05,Desktop,Social,341,8,338.72,2,0.47
2025-03-05,Desktop,Referral,243,8,711.77,1,0.61
2025-03-05,Tablet,Paid Search,231,6,428.28,1,0.467
2025-03-05,Tablet,Organic Search,210,7,604.88,2,0.62
2025-03-05,Tablet,Email,128,6,350.8,0,0.363
2025-03-05,Tablet,Social,154,4,284.56,1,0.442
2025-03-05,Tablet,Referral,118,2,124.22,0,0.577
2025-03-06,Mobile,Paid Search,656,9,543.11,0,0.537
2025-03-06,Mobile,Organic Search,592,13,906.61,2,0.473
2025-03-06,Mobile,Email,390,9,782.44,0,0.494
2025-03-06,Mobile,Social,479,10,645.48,0,0.548
2025-03-06,Mobile,Referral,348,4,312.63,0,0.325
2025-03-06,Desktop,Paid Search,492,14,891.67,0,0.432
2025-03-06,Desktop,Organic Search,467,16,1525.0,1,0.504
2025-03-06,Desktop,Email,269,6,451.61,0,0.374
2025-03-06,Desktop,Social,335,6,440.13,0,0.414
2025-03-06,Desktop,Referral,269,7,372.1,1,0.586
2025-03-06,Tablet,Paid Search,225,3,179.09,0,0.196
2025-03-06,Tablet,Organic Search,207,3,298.32,0,0.303
2025-03-06,Tablet,Email,131,5,660.61,0,0.435
2025-03-06,Tablet,Social,154,0,0.0,0,0.398
2025-03-06,Tablet,Referral,100,4,392.1,0,0.383
2025-03-07,Mobile,Paid Search,720,15,1075.61,1,0.405
2025-03-07,Mobile,Organic Search,688,8,763.85,0,0.472
2025-03-07,Mobile,Email,418,8,248.06,0,0.546
2025-03-07,Mobile,Social,479,13,888.17,0,0.366
2025-03-07,Mobile,Referral,331,15,1331.01,3,0.411
2025-03-07,Desktop,Paid Search,485,9,897.74,0,0.586
2025-03-07,Desktop,Organic Search,493,12,868.4,1,0.473
2025-03-07,Desktop,Email,276,12,861.75,1,0.37
2025-03-07,Desktop,Social,338,8,799.33,1,0.337
2025-03-07,Desktop,Referral,255,5,573.99,0,0.298
2025-03-07,Tablet,Paid Search,239,6,503.08,0,0.569
2025-03-07,Tablet,Organic Search,216,7,531.94,0,0.458
2025-03-07,Tablet,Email,128,1,95.36,0,0.543
2025-03-07,Tablet,Social,146,7,592.09,1,0.344
2025-03-07,Tablet,Referral,120,2,84.16,0,0.561
2025-03-08,Mobile,Paid Search,718,28,2473.91,4,0.497
2025-03-08,Mobile,Organic Search,656,11,837.72,0,0.597
2025-03-08,Mobile,Email,383,17,1436.86,0,0.288
2025-03-08,Mobile,Social,487,9,989.95,0,0.412
2025-03-08,Mobile,Referral,344,6,540.89,2,0.508
2025-03-08,Desktop,Paid Search,507,18,1752.67,0,0.276
2025-03-08,Desktop,Organic Search,498,11,841.91,0,0.284
2025-03-08,Desktop,Email,295,5,230.35,0,0.352
2025-03-08,Desktop,Social,335,11,645.74,1,0.204
2025-03-08,Desktop,Referral,237,7,394.26,1,0.423
2025-03-08,Tablet,Paid Search,226,6,549.19,0,0.444
2025-03-08,Tablet,Organic Search,194,4,342.27,0,0.451
2025-03-08,Tablet,Email,128,5,528.55,1,0.491
2025-03-08,Tablet,Social,155,5,343.15,0,0.472
2025-03-08,Tablet,Referral,116,1,72.38,0,0.432
2025-03-09,Mobile,Paid Search,743,21,1255.97,1,0.384
2025-03-09,Mobile,Organic Search,646,10,1054.96,0,0.423
2025-03-09,Mobile,Email,366,7,631.27,0,0.529
2025-03-09,Mobile,Social,463,10,773.86,1,0.34
2025-03-09,Mobile,Referral,318,3,201.63,0,0.506
2025-03-09,Desktop,Paid Search,532,15,1492.18,0,0.559
2025-03-09,Desktop,Organic Search,467,11,773.65,2,0.226
2025-03-09,Desktop,Email,312,13,1393.27,0,0.247
2025-03-09,Desktop,Social,342,12,1363.09,1,0.453
2025-03-09,Desktop,Referral,253,6,449.63,0,0.491
2025-03-09,Tablet,Paid Search,233,4,280.34,0,0.236
2025-03-09,Tablet,Organic Search,212,6,531.43,0,0.373
2025-03-09,Tablet,Email,133,5,500.89,0,0.391
2025-03-09,Tablet,Social,162,2,142.45,0,0.339
2025-03-09,Tablet,Referral,118,2,148.64,0,0.42
2025-03-10,Mobile,Paid Search,676,11,828.21,0,0.309
2025-03-10,Mobile,Organic Search,642,8,757.89,0,0.439
2025-03-10,Mobile,Email,416,11,1405.21,2,0.485
2025-03-10,Mobile,Social,436,10,905.94,0,0.244
2025-03-10,Mobile,Referral,314,7,465.3,0,0.426
2025-03-10,Desktop,Paid Search,511,18,2452.93,4,0.577
2025-03-10,Desktop,Organic Search,484,8,872.43,0,0.34
2025-03-10,Desktop,Email,290,10,641.43,0,0.536
2025-03-10,Desktop,Social,310,12,1246.21,0,0.381
2025-03-10,Desktop,Referral,239,9,826.48,0,0.522
2025-03-10,Tablet,Paid Search,220,9,703.29,0,0.517
2025-03-10,Tablet,Organic Search,204,2,207.69,0,0.592
2025-03-10,Tablet,Email,129,1,100.65,0,0.327
2025-03-10,Tablet,Social,146,2,178.44,0,0.41
2025-03-10,Tablet,Referral,108,2,167.78,0,0.538
2025-03-11,Mobile,Paid Search,715,11,885.44,1,0.201
2025-03-11,Mobile,Organic Search,694,12,636.29,0,0.361
2025-03-11,Mobile,Email,393,9,831.12,1,0.304
2025-03-11,Mobile,Social,474,12,1443.06,1,0.261
2025-03-11,Mobile,Referral,322,1,64.1,0,0.33
2025-03-11,Desktop,Paid Search,555,11,874.54,1,0.452
2025-03-11,Desktop,Organic Search,452,12,1290.11,0,0.476
2025-03-11,Desktop,Email,317,10,915.2,2,0.496
2025-03-11,Desktop,Social,336,7,791.46,1,0.35
2025-03-11,Desktop,Referral,237,5,476.59,0,0.364
2025-03-11,Tablet,Paid Search,225,7,561.34,0,0.539
2025-03-11,Tablet,Organic Search,206,8,796.91,1,0.442
2025-03-11,Tablet,Email,125,3,194.75,0,0.453
2025-03-11,Tablet,Social,157,6,494.97,0,0.348
2025-03-11,Tablet,Referral,117,4,401.54,0,0.467
2025-03-12,Mobile,Paid Search,735,16,1028.1,0,0.299
2025-03-12,Mobile,Organic Search,684,15,883.01,2,0.606
2025-03-12,Mobile,Email,388,12,1147.53,1,0.574
2025-03-12,Mobile,Social,503,7,402.41,2,0.244
2025-03-12,Mobile,Referral,337,10,1024.2,0,0.299
2025-03-12,Desktop,Paid Search,518,9,605.15,0,0.3
2025-03-12,Desktop,Organic Search,447,7,495.86,0,0.349
2025-03-12,Desktop,Email,292,14,1834.73,2,0.457
2025-03-12,Desktop,Social,335,6,572.9,0,0.439
2025-03-12,Desktop,Referral,258,10,969.08,1,0.432
2025-03-12,Tablet,Paid Search,227,9,785.02,0,0.48
2025-03-12,Tablet,Organic Search,200,8,666.2,1,0.56
2025-03-12,Tablet,Email,129,5,562.23,0,0.399
2025-03-12,Tablet,Social,168,7,669.6,0,0.609
2025-03-12,Tablet,Referral,115,4,312.94,0,0.199
2025-03-13,Mobile,Paid Search,714,17,924.32,4,0.558
2025-03-13,Mobile,Organic Search,650,15,1335.51,1,0.707
2025-03-13,Mobile,Email,417,12,1087.55,1,0.493
2025-03-13,Mobile,Social,463,5,300.85,1,0.542
2025-03-13,Mobile,Referral,351,4,225.24,1,0.342
2025-03-13,Desktop,Paid Search,511,9,680.31,0,0.589
2025-03-13,Desktop,Organic Search,455,7,575.65,0,0.422
2025-03-13,Desktop,Email,304,12,1118.46,1,0.27
2025-03-13,Desktop,Social,323,8,711.36,1,0.451
2025-03-13,Desktop,Referral,244,5,358.32,0,0.444
2025-03-13,Tablet,Paid Search,215,11,1291.56,0,0.426
2025-03-13,Tablet,Organic Search,214,4,189.63,0,0.239
2025-03-13,Tablet,Email,137,7,810.89,0,0.445
2025-03-13,Tablet,Social,155,3,299.86,0,0.351
2025-03-13,Tablet,Referral,110,2,158.32,0,0.321
2025-03-14,Mobile,Paid Search,720,18,867.21,1,0.522
2025-03-14,Mobile,Organic Search,667,10,1062.42,0,0.528
2025-03-14,Mobile,Email,374,10,1430.11,0,0.447
2025-03-14,Mobile,Social,437,11,1026.57,0,0.518
2025-03-14,Mobile,Referral,344,13,625.65,1,0.563
2025-03-14,Desktop,Paid Search,520,17,1015.97,2,0.408
2025-03-14,Desktop,Organic Search,469,13,1416.96,0,0.389
2025-03-14,Desktop,Email,284,11,938.3,1,0.603
2025-03-14,Desktop,Social,327,9,889.31,0,0.48
2025-03-14,Desktop,Referral,235,6,411.12,0,0.376
2025-03-14,Tablet,Paid Search,230,3,168.28,0,0.333
2025-03-14,Tablet,Organic Search,226,2,119.32,0,0.526
2025-03-14,Tablet,Email,133,3,195.03,0,0.472
2025-03-14,Tablet,Social,144,1,71.37,0,0.528
2025-03-14,Tablet,Referral,111,3,183.78,2,0.335
2025-03-15,Mobile,Paid Search,728,11,970.77,1,0.449
2025-03-15,Mobile,Organic Search,649,14,909.57,0,0.53
2025-03-15,Mobile,Email,376,7,625.33,0,0.539
2025-03-15,Mobile,Social,415,10,829.86,0,0.458
2025-03-15,Mobile,Referral,330,1,112.21,0,0.308
2025-03-15,Desktop,Paid Search,539,13,1197.46,2,0.581
2025-03-15,Desktop,Organic Search,450,8,777.55,0,0.52
2025-03-15,Desktop,Email,287,8,446.48,0,0.351
2025-03-15,Desktop,Social,340,3,212.24,0,0.443
2025-03-15,Desktop,Referral,253,6,324.86,0,0.337
2025-03-15,Tablet,Paid Search,237,12,1164.78,0,0.434
2025-03-15,Tablet,Organic Search,198,5,348.07,0,0.327
2025-03-15,Tablet,Email,124,7,597.64,1,0.508
2025-03-15,Tablet,Social,149,3,280.23,0,0.513
2025-03-15,Tablet,Referral,115,8,497.7,0,0.38
2025-03-16,Mobile,Paid Search,675,17,1456.3,1,0.461
2025-03-16,Mobile,Organic Search,681,12,1231.34,2,0.436
2025-03-16,Mobile,Email,367,8,607.82,2,0.27
2025-03-16,Mobile,Social,471,10,797.19,0,0.418
2025-03-16,Mobile,Referral,328,2,124.34,0,0.468
2025-03-16,Desktop,Paid Search,529,11,1133.84,0,0.416
2025-03-16,Desktop,Organic Search,501,13,803.83,1,0.445
2025-03-16,Desktop,Email,310,14,917.78,0,0.483
2025-03-16,Desktop,Social,342,11,1040.74,1,0.337
2025-03-16,Desktop,Referral,254,1,97.06,0,0.431
2025-03-16,Tablet,Paid Search,225,4,290.44,0,0.392
2025-03-16,Tablet,Organic Search,214,7,501.28,0,0.375
2025-03-16,Tablet,Email,144,2,156.09,0,0.468
2025-03-16,Tablet,Social,160,7,631.17,0,0.494
2025-03-16,Tablet,Referral,112,8,546.7,0,0.231
2025-03-17,Mobile,Paid Search,703,10,747.1,1,0.339
2025-03-17,Mobile,Organic Search,626,4,344.7,0,0.538
2025-03-17,Mobile,Email,374,10,613.39,1,0.673
2025-03-17,Mobile,Social,402,6,537.35,0,0.545
2025-03-17,Mobile,Referral,330,6,683.93,0,0.39
2025-03-17,Desktop,Paid Search,533,14,1064.36,1,0.511
2025-03-17,Desktop,Organic Search,483,5,320.11,1,0.307
2025-03-17,Desktop,Email,296,9,629.35,1,0.439
2025-03-17,Desktop,Social,343,12,850.33,0,0.385
2025-03-17,Desktop,Referral,256,6,405.13,1,0.344
2025-03-17,Tablet,Paid Search,223,6,458.27,1,0.331
2025-03-17,Tablet,Organic Search,218,3,186.01,0,0.469
2025-03-17,Tablet,Email,129,5,446.09,0,0.36
2025-03-17,Tablet,Social,157,6,426.57,1,0.463
